publisher,n_dataset,media,pct,mediana,min,max,rating,n_excellent,n_bad
PoliS-Lombardia,13,285.77,70.56,275,275,345,Good,0,0
Metropolitana Milanese,15,285.67,70.53,275,275,355,Good,2,0
Comune di Carmignano,3,285.0,70.37,285,285,285,Good,0,0
Odala,2,285.0,70.37,285,285,285,Good,0,0
Comune di Acquaviva Picena,3,285.0,70.37,275,275,305,Good,0,0
da compilare,3,285.0,70.37,255,255,345,Good,0,0
Comune di Castelbellino,6,285.0,70.37,275,275,335,Good,0,0
COMUNE DI Piobbico,10,285.0,70.37,275,255,335,Good,0,0
Agenzia delle Entrate,131,283.85,70.09,275,255,355,Good,14,0
Comune di Serra San Quirico,7,283.57,70.02,275,275,335,Good,0,0
ACI Automobile Club d'Italia,26,283.08,69.9,275,275,355,Good,1,0
Città Metropolitana di Bologna,10,282.0,69.63,275,255,385,Good,1,0
Regione Emilia-Romagna. Settore Patrimonio culturale,3,281.67,69.55,255,255,335,Good,0,0
COMUNE DI Poggio San Marcello,6,281.67,69.55,275,255,335,Good,0,0
COMUNE DI Mergo,7,280.71,69.31,275,255,335,Good,0,0
Comune di Cagli,8,280.0,69.14,275,255,335,Good,0,0
Unione dei Comuni della Bassa Romagna,104,280.0,69.14,275,275,405,Good,4,0
Comune di Genga,4,280.0,69.14,275,255,335,Good,0,0
Ufficio per le Relazioni con il Pubblico,73,279.38,68.98,275,275,355,Good,4,0
Comune di San Paolo di Jesi,10,279.0,68.89,275,255,335,Good,0,0
Comunità della Valle dei Laghi,23,278.48,68.76,275,275,355,Good,1,0
ISTAT,33,278.33,68.72,275,275,385,Good,1,0
Comune di Milano - Unità Servizi Statistici,354,277.54,68.53,275,255,355,Good,12,0
Comune di Barbara,32,277.5,68.52,275,275,355,Good,1,0
Comune di Serra de' Conti,32,277.5,68.52,275,275,355,Good,1,0
Comune di Maiolati Spontini,8,277.5,68.52,275,255,335,Good,0,0
Roma Capitale,326,277.27,68.46,275,255,405,Good,10,0
Comune di Terre Roveresche,38,277.11,68.42,275,275,355,Good,1,0
Comune di Senigallia,54,276.48,68.27,275,275,355,Good,1,0
Regione Lazio,409,276.2,68.2,275,225,385,Good,11,0
Agenzia veneta per i pagamenti - AVEPA,41,275.73,68.08,275,275,305,Good,0,0
Sistema Informativo Forestale del Comando del Corpo Forestale,1,275.0,67.9,275,275,275,Good,0,0
Ufficio relazioni con il pubblico,2,275.0,67.9,275,275,275,Good,0,0
Agenzia Nazionale per la Sicurezza delle Ferrovie e delle Infrastrutture Stradali e Autostradali,21,275.0,67.9,275,275,275,Good,0,0
"Direzione Contabilità, Economato, Tributi",6,275.0,67.9,275,275,275,Good,0,0
Unione dei Comuni valdostani Monte Cervino,5,275.0,67.9,275,275,275,Good,0,0
Istituto Zooprofilattico Sperimentale del Mezzogiorno,15,275.0,67.9,275,275,275,Good,0,0
Azienda Socio Sanitaria Territoriale Nord Milano,10,275.0,67.9,275,275,275,Good,0,0
Unione dei Comuni Valdostani Grand-Combin,3,275.0,67.9,275,275,275,Good,0,0
Provincia di Lodi,78,275.0,67.9,275,275,275,Good,0,0
Roma Capitale - AREA TEMATICA: SERVIZI ALLA PERSONA,6,275.0,67.9,275,275,275,Good,0,0
Comune di Sesto San Giovanni,3,275.0,67.9,275,275,275,Good,0,0
ATAC,4,275.0,67.9,275,275,275,Good,0,0
Roma  Capitale,3,275.0,67.9,275,275,275,Good,0,0
Ufficio_Ced,3,275.0,67.9,275,275,275,Good,0,0
Direzione Agricoltura e Sviluppo rurale,4,275.0,67.9,275,275,275,Good,0,0
Unione dei Comuni Valli Taro e Ceno,3,275.0,67.9,275,275,275,Good,0,0
Comune di Monterotondo,12,275.0,67.9,275,275,275,Good,0,0
Roma Capitale - AREA TEMATICA: CULTURA E VALORIZZAZIONE,7,275.0,67.9,275,275,275,Good,0,0
Comune di Borgo Pace,8,275.0,67.9,275,275,275,Good,0,0
Comune di Camerano,52,275.0,67.9,275,275,275,Good,0,0
Ufficio Transizione al Digitale,6,275.0,67.9,275,275,275,Good,0,0
CED,1,275.0,67.9,275,275,275,Good,0,0
Ufficio Ragioneria,2,275.0,67.9,275,275,275,Good,0,0
Provincia di Ravenna,1,275.0,67.9,275,275,275,Good,0,0
SUAP UCRF,2,275.0,67.9,275,275,275,Good,0,0
UFF.Ragioneria,1,275.0,67.9,275,275,275,Good,0,0
ACI - Autmobile Club d'Italia,1,275.0,67.9,275,275,275,Good,0,0
ACI - Automobile Club d'Italia,7,275.0,67.9,275,275,275,Good,0,0
Servizio Bilancio e Ragioneria,12,275.0,67.9,275,275,275,Good,0,0
Bilancio,1,275.0,67.9,275,275,275,Good,0,0
Lavori Pubblici,2,275.0,67.9,275,275,275,Good,0,0
Roma Capitale - AREA TEMATICA: INNOVAZIONE NELL'INFORMAZIONE,3,275.0,67.9,275,275,275,Good,0,0
Comune di Sant'Ippolito,12,275.0,67.9,275,275,275,Good,0,0
Comune di Sirolo,53,275.0,67.9,275,275,275,Good,0,0
COMUNE DI Trecastelli,47,275.0,67.9,275,275,275,Good,0,0
COMUNE DI Cartoceto,30,275.0,67.9,275,275,275,Good,0,0
COMUNE DI Castelleone di Suasa,45,275.0,67.9,275,275,275,Good,0,0
COMUNE DI Fratte Rosa,10,275.0,67.9,275,275,275,Good,0,0
Comune di Loreto,51,275.0,67.9,275,275,275,Good,0,0
Comune di Macerata,56,275.0,67.9,275,275,275,Good,0,0
COMUNE DI Pergola,48,275.0,67.9,275,275,275,Good,0,0
COMUNE DI Ostra Vetere,45,275.0,67.9,275,275,275,Good,0,0
COMUNE DI Ostra,48,275.0,67.9,275,275,275,Good,0,0
Comune di Chiaravalle,12,275.0,67.9,275,275,275,Good,0,0
COMUNE DI Corinaldo,51,275.0,67.9,275,275,275,Good,0,0
Comune di Colli al Metauro,36,275.0,67.9,275,275,275,Good,0,0
Comune di Falconara Marittima,52,275.0,67.9,275,275,275,Good,0,0
COMUNE DI Fossombrone,23,275.0,67.9,275,275,275,Good,0,0
COMUNE DI Monte Porzio,14,275.0,67.9,275,275,275,Good,0,0
COMUNE DI Mondolfo,52,275.0,67.9,275,275,275,Good,0,0
Comune di Monte Roberto,11,275.0,67.9,275,255,335,Good,0,0
Comune di Polverigi,60,275.0,67.9,275,275,275,Good,0,0
COMUNE DI Mondavio,32,275.0,67.9,275,275,275,Good,0,0
Comune di Osimo,43,275.0,67.9,275,275,275,Good,0,0
Comune di Offagna,21,275.0,67.9,275,275,275,Good,0,0
Comune di Cupramontana,9,275.0,67.9,275,255,335,Good,0,0
Unione Montana esino frasassi,6,275.0,67.9,275,255,335,Good,0,0
Unione Montana del Montefeltro,5,275.0,67.9,275,275,275,Good,0,0
Unione Montana del Tronto e Valfluvione,3,275.0,67.9,275,275,275,Good,0,0
Unione dei Comuni Valle del Metauro,6,275.0,67.9,275,275,275,Good,0,0
Unione Terra dei Castelli,36,275.0,67.9,275,275,275,Good,0,0
Unione dei Comuni Vallata del Tronto,1,275.0,67.9,275,275,275,Good,0,0
Lara Giovannozzi,3,275.0,67.9,275,275,275,Good,0,0
Dipartimento Sviluppo economico,1,275.0,67.9,275,275,275,Good,0,0
COMUNE DI Monteciccardo,2,275.0,67.9,275,275,275,Good,0,0
Unione Comuni Valdaso,1,275.0,67.9,275,275,275,Good,0,0
"Dipartimento - Politiche sociali, Lavoro, Istruzione e Formazione",1,275.0,67.9,275,275,275,Good,0,0
Pasquale Sconciafurno,6,275.0,67.9,275,275,275,Good,0,0
COMUNE di Montemarciano,29,275.0,67.9,275,275,275,Good,0,0
Università degli Studi di Torino,7,275.0,67.9,275,275,275,Good,0,0
ASR Lombardia,30,275.0,67.9,275,275,275,Good,0,0
"Comune di Milano - Direzione Mobilità, Ambiente e Energia",28,275.0,67.9,275,275,275,Good,0,0
Comune di Milano - Direzione Marketing Metropolitano,7,275.0,67.9,275,275,275,Good,0,0
Comune di Milano - Direzione Mobilità e Trasporti - Unità Mobilità sostenibile,1,275.0,67.9,275,275,275,Good,0,0
Comune di Milano - Direzione Politiche Sociali,18,275.0,67.9,275,275,275,Good,0,0
Comune di Milano - Direzione Educazione Area Servizi Scolastici ed Educativi Unità Rete Scolastica Logistica e ANASCO,20,275.0,67.9,275,275,275,Good,0,0
"Assolombarda Confindustria Milano, Monza e Brianza, Lodi",32,275.0,67.9,275,275,275,Good,0,0
Unità Servizi Statistici,1,275.0,67.9,275,275,275,Good,0,0
Comune di Milano - Assessorato all'Edilizia Scolastica,2,275.0,67.9,275,275,275,Good,0,0
Azienda Milanese Servizi Ambientali - Amsa,5,275.0,67.9,275,275,275,Good,0,0
Comune di Milano - Direzione Quartieri e Municipi,26,275.0,67.9,275,275,275,Good,0,0
Direzione Urbanistica,2,275.0,67.9,275,275,275,Good,0,0
"Direzione Mobilità, Ambiente ed Energia - Area Trasporto Pubblico",1,275.0,67.9,275,275,275,Good,0,0
ATS Milano Città Metropolitana,2,275.0,67.9,275,275,275,Good,0,0
Area Servizio di Presidenza del Consiglio Comunale,1,275.0,67.9,275,275,275,Good,0,0
A2A Energia SPA,5,275.0,67.9,275,275,275,Good,0,0
Comune di Milano - Direzione Generale - Area Sportello Unico Eventi,2,275.0,67.9,275,275,275,Good,0,0
Ministero delle Infrastrutture e dei Trasporti,2,275.0,67.9,275,275,275,Good,0,0
Unità Anagrafe e Messi Civici,2,275.0,67.9,275,275,275,Good,0,0
Ministero dello Sviluppo Economico,1,275.0,67.9,275,275,275,Good,0,0
Comune di Milano - Direzione Sicurezza Urbana Unità Informatica,5,275.0,67.9,275,275,275,Good,0,0
Direzione Sistemi Informativi e Agenda Digitale,1,275.0,67.9,275,275,275,Good,0,0
Ministero dell'Interno - Dipartimento per gli affari interni e territoriali,1,275.0,67.9,275,275,275,Good,0,0
ENAC -Ente Nazionale per l'Aviazione Civile,3,275.0,67.9,275,275,275,Good,0,0
Istituto Superiore per la Protezione e per la Ricerca Ambientale,8,275.0,67.9,275,275,275,Good,0,0
Distr_nome,1,275.0,67.9,275,275,275,Good,0,0
"Provincia autonoma di Trento - Dipartimento organizzazione, personale e affari generali",4,275.0,67.9,275,275,275,Good,0,0
Provincia autonoma di Trento - Servizio Politiche Sociali,1,275.0,67.9,275,275,275,Good,0,0
Giuseppe Cozzolino,1,275.0,67.9,275,275,275,Good,0,0
Area 2 Interdipartimentale S.I.T.R. - A.R.T.A. D.R.U. D.R.A. - Regione Siciliana,1,275.0,67.9,275,275,275,Good,0,0
Ufficio Scuola,1,275.0,67.9,275,275,275,Good,0,0
Segreteria Generale,1,275.0,67.9,275,275,275,Good,0,0
COMUNE DI Tavullia,1,275.0,67.9,275,275,275,Good,0,0
Segreteria generale,1,275.0,67.9,275,275,275,Good,0,0
Consiglio - Assemblea Legislativa delle Marche,1,275.0,67.9,275,275,275,Good,0,0
Roma Capitale - Istituzione Sistema Biblioteche Centri Culturali,2,275.0,67.9,275,275,275,Good,0,0
Trasporti,1,275.0,67.9,275,275,275,Good,0,0
Unione dei Comuni Valdostani Grand-Paradis,3,275.0,67.9,275,275,275,Good,0,0
Comune di Milano - Direzione Urbanistica,7,275.0,67.9,275,275,275,Good,0,0
Consiglio Notarile di Milano,1,275.0,67.9,275,275,275,Good,0,0
Comune di Milano - Direzione Partecipate e Patrimonio Immobiliare,1,275.0,67.9,275,275,275,Good,0,0
Autorità per le Garanzie nelle Comunicazioni - AGCOM,1,275.0,67.9,275,275,275,Good,0,0
Comune di Milano - Direzione Economia Urbana e Lavoro - Area attività produttive e commercio,1,275.0,67.9,275,275,275,Good,0,0
Direzione Politiche Sociali,1,275.0,67.9,275,275,275,Good,0,0
Unità Open Data,1,275.0,67.9,275,275,275,Good,0,0
Servizio regolazione e innovazione in materia contratti pubblici - Ufficio Osservatorio dei Lavori Pubblici,1,275.0,67.9,275,275,275,Good,0,0
Trentino Digitale,1,275.0,67.9,275,275,275,Good,0,0
Ufficio SIT e Open Data - Unione Valle Savio,521,274.92,67.88,275,255,275,Good,0,0
Comune di Castelfidardo,65,274.23,67.71,275,245,275,Good,0,0
COMUNE DI San Lorenzo in Campo,36,273.89,67.63,275,255,275,Good,0,0
COMUNE DI San Costanzo,11,273.18,67.45,275,255,275,Good,0,0
COMUNE DI Montecarotto,11,273.18,67.45,275,255,335,Good,0,0
Comune di Milano - Direzione Mobilità e Trasporti,165,273.06,67.42,275,255,335,Good,0,0
Comune di Cervia,5,273.0,67.41,275,255,305,Good,0,0
COMUNE DI Castelplanio,10,273.0,67.41,275,255,335,Good,0,0
COMUNE DI Monte Urano,10,273.0,67.41,275,255,275,Good,0,0
Comune di Fabriano,10,273.0,67.41,275,255,335,Good,0,0
COMUNE DI Montegiorgio,9,272.78,67.35,275,255,275,Good,0,0
Provincia autonoma di Trento - Servizio Bilancio e Ragioneria,8,272.5,67.28,275,255,275,Good,0,0
COMUNE DI Spinetoli,8,272.5,67.28,275,255,275,Good,0,0
COMUNE DI Castel di Lama,8,272.5,67.28,275,255,275,Good,0,0
Comune di Rosora,8,272.5,67.28,275,255,335,Good,0,0
COMUNE DI Sant'Elpidio a Mare,8,272.5,67.28,275,255,275,Good,0,0
Comune di Campofilone,7,272.14,67.2,275,255,275,Good,0,0
COMUNE DI Montalto delle Marche,7,272.14,67.2,275,255,275,Good,0,0
Comune di Castignano,7,272.14,67.2,275,255,275,Good,0,0
COMUNE DI Maltignano,7,272.14,67.2,275,255,275,Good,0,0
Comune di Monterubbiano,7,272.14,67.2,275,255,275,Good,0,0
Comune di Magliano di Tenna,6,271.67,67.08,275,255,275,Good,0,0
COMUNE DI Colli del Tronto,6,271.67,67.08,275,255,275,Good,0,0
COMUNE DI Comunanza,6,271.67,67.08,275,255,275,Good,0,0
Comune di Porto San Giorgio,6,271.67,67.08,275,255,275,Good,0,0
COMUNE DI Moresco,6,271.67,67.08,275,255,275,Good,0,0
Comune di Milano - Unità Anagrafe e Messi Civici,35,271.57,67.05,275,255,275,Good,0,0
Regione Lombardia,3323,271.13,66.94,265,245,355,Good,16,0
COMUNE DI Falerone,5,271.0,66.91,275,255,275,Good,0,0
COMUNE DI Force,5,271.0,66.91,275,255,275,Good,0,0
Comune di Massignano,5,271.0,66.91,275,255,275,Good,0,0
COMUNE DI Venarotta,5,271.0,66.91,275,255,275,Good,0,0
COMUNE DI Montedinove,5,271.0,66.91,275,255,275,Good,0,0
Comune di Appignano del Tronto,5,271.0,66.91,275,255,275,Good,0,0
Comune di Sassoferrato,14,270.71,66.84,275,255,335,Good,0,0
COMUNE DI Porto Sant'Elpidio,9,270.56,66.8,275,255,275,Good,0,0
COMUNE DI Roccafluvione,4,270.0,66.67,275,255,275,Good,0,0
Comune di Ascoli Piceno,4,270.0,66.67,275,255,275,Good,0,0
COMUNE DI Santa Vittoria in Matenano,4,270.0,66.67,275,255,275,Good,0,0
COMUNE DI Carassai,8,270.0,66.67,275,255,275,Good,0,0
COMUNE DI Vallefoglia,16,270.0,66.67,275,255,275,Good,0,0
Comune di Fermo,4,270.0,66.67,275,255,275,Good,0,0
COMUNE DI Montappone,4,270.0,66.67,275,255,275,Good,0,0
COMUNE DI Ponzano di Fermo,4,270.0,66.67,275,255,275,Good,0,0
COMUNE DI Ripatransone,4,270.0,66.67,275,255,275,Good,0,0
COMUNE DI Rapagnano,4,270.0,66.67,275,255,275,Good,0,0
COMUNE DI Rotella,4,270.0,66.67,275,255,275,Good,0,0
Comune di Castorano,4,270.0,66.67,275,255,275,Good,0,0
Comune di Monte Rinaldo,4,270.0,66.67,275,255,275,Good,0,0
COMUNE DI Offida,4,270.0,66.67,275,255,275,Good,0,0
COMUNE DI Ortezzano,4,270.0,66.67,275,255,275,Good,0,0
COMUNE DI Petritoli,4,270.0,66.67,275,255,275,Good,0,0
COMUNE DI Cossignano,4,270.0,66.67,275,255,275,Good,0,0
COMUNE DI Montefiore dell'Aso,8,270.0,66.67,275,255,275,Good,0,0
COMUNE DI Monteprandone,8,270.0,66.67,275,255,275,Good,0,0
COMUNE DI Folignano,4,270.0,66.67,275,255,275,Good,0,0
COMUNE DI Lapedona,7,269.29,66.49,275,255,275,Good,0,0
Comune di Belmonte Piceno,3,268.33,66.26,275,255,275,Good,0,0
COMUNE DI Torre San Patrizio,3,268.33,66.26,275,255,275,Good,0,0
COMUNE DI Palmiano,3,268.33,66.26,275,255,275,Good,0,0
Comune di Monte San Pietrangeli,3,268.33,66.26,275,255,275,Good,0,0
Unione Montana Alta Valle del Metauro,12,268.33,66.26,275,255,275,Good,0,0
COMUNE DI Pedaso,3,268.33,66.26,275,255,275,Good,0,0
COMUNE DI Montegallo,3,268.33,66.26,275,255,275,Good,0,0
COMUNE DI Monte Vidon Combatte,3,268.33,66.26,275,255,275,Good,0,0
Comune di Smerillo,6,268.33,66.26,275,255,275,Good,0,0
Comune di Arquata del Tronto,3,268.33,66.26,275,255,275,Good,0,0
Comune di Monsampolo del Tronto,3,268.33,66.26,275,255,275,Good,0,0
German Aerospace Center DLR,3,268.33,66.26,275,255,275,Good,0,0
COMUNE DI San Benedetto del Tronto,8,267.5,66.05,275,255,275,Good,0,0
COMUNE DI Staffolo,10,267.0,65.93,255,255,335,Good,0,0
COMUNE DI Grottazzolina,5,267.0,65.93,275,255,275,Good,0,0
COMUNE DI Cupra Marittima,5,267.0,65.93,275,255,275,Good,0,0
Comune di Belforte all'Isauro,14,266.43,65.78,275,255,275,Good,0,0
COMUNE DI Sant'Angelo in Vado,14,266.43,65.78,275,255,275,Good,0,0
Comune di Sassocorvaro Auditore,14,266.43,65.78,275,255,275,Good,0,0
Comune di Tavoleto,14,266.43,65.78,275,255,275,Good,0,0
Comune di Urbino,14,266.43,65.78,275,255,275,Good,0,0
COMUNE DI Urbania,14,266.43,65.78,275,255,275,Good,0,0
Comune di Carpegna,14,266.43,65.78,275,255,275,Good,0,0
Comune di Petriano,14,266.43,65.78,275,255,275,Good,0,0
Comune di Fermignano,14,266.43,65.78,275,255,275,Good,0,0
COMUNE DI Monte Grimano Terme,14,266.43,65.78,275,255,275,Good,0,0
Comune di Mercatino Conca,14,266.43,65.78,275,255,275,Good,0,0
COMUNE DI Mercatello sul Metauro,14,266.43,65.78,275,255,275,Good,0,0
COMUNE DI Montecalvo in Foglia,13,265.77,65.62,275,255,275,Good,0,0
Unione della Romagna Faentina,21,265.48,65.55,255,255,355,Good,1,0
"Autonome Provinz Bozen. Abteilung Innovation, Forschung, Universität und Museen",1,265.0,65.43,265,265,265,Good,0,0
Ufficio Segreteria Generale,2,265.0,65.43,275,255,275,Good,0,0
Comune di Macerata Feltria,16,265.0,65.43,275,255,275,Good,0,0
"Provincia autonoma di Bolzano, Ripartizione 23. Sanità",1,265.0,65.43,265,265,265,Good,0,0
Infrastrutture Lombarde,3,265.0,65.43,265,265,265,Good,0,0
COMUNE DI Lunano,11,264.09,65.21,255,255,275,Good,0,0
Comune di Frontino,11,264.09,65.21,255,255,275,Good,0,0
COMUNE DI Monte Cerignone,11,264.09,65.21,255,255,275,Good,0,0
COMUNE DI Piandimeleto,11,264.09,65.21,255,255,275,Good,0,0
Comune di Pietrarubbia,11,264.09,65.21,255,255,275,Good,0,0
Comune di Jesi,16,263.75,65.12,255,255,335,Good,0,0
Regione Emilia-Romagna. Servizio Patrimonio culturale,20,263.0,64.94,255,255,335,Good,0,0
Comune di Peglio,10,263.0,64.94,255,255,275,Good,0,0
Provincia Autonoma di Bolzano: Agenzia Contratti Pubblici,19,262.37,64.78,265,245,265,Good,0,0
Comune di Vado Ligure,3,261.67,64.61,235,235,315,Good,0,0
ATO Toscana Sud,2,260.0,64.2,275,245,275,Good,0,0
Comune di San Giorgio di Piano,2,260.0,64.2,265,255,265,Good,0,0
Servizio gestioni patrimoniali e logistica,2,260.0,64.2,275,245,275,Good,0,0
Comune di Pesaro,20,258.0,63.7,255,255,275,Good,0,0
COMUNE DI Gradara,17,256.18,63.25,255,255,275,Good,0,0
Mauro Nicola de Pinto,1,255.0,62.96,255,255,255,Good,0,0
Roma Servizi per la Mobilità,1,255.0,62.96,255,255,255,Good,0,0
Provincia autonoma di Trento - Servizio Bilancio e ragioneria,4,255.0,62.96,255,255,255,Good,0,0
COMUNE DI Gabicce Mare,16,255.0,62.96,255,255,255,Good,0,0
Amiat - Azienda Multiservizi Igiene Ambientale Torino S.p.A.,3,255.0,62.96,255,255,255,Good,0,0
AMIAT,5,255.0,62.96,255,255,255,Good,0,0
Comune di Merano  - Ufficio urbanistica ed edilizia privata,2,255.0,62.96,255,255,255,Good,0,0
Provincia autonoma di Bolzano. Ufficio Statistiche (ASTAT),1,255.0,62.96,255,255,255,Good,0,0
"Direzione Mobilità, Ambiente e Energia",1,255.0,62.96,255,255,255,Good,0,0
Consorzio Sunshine,1,255.0,62.96,255,255,255,Good,0,0
Provincia Autonoma di Trento - Servizio Motorizzazione civile,2,250.0,61.73,255,245,255,Good,0,0
"Servizio Sistemi Informativi, Digitalizzazione, Agenda Digitale e Città Intelligente",269,237.23,58.58,235,215,315,Good,0,0
"DIST Servizio Sistemi Informativi, Digitalizzazione, Agenda Digitale e Città Intelligente",1,235.0,58.02,235,235,235,Good,0,0
n.d.,2,225.0,55.56,235,215,235,Good,0,0
TerremotoCentroItalia,5,185.0,45.68,185,185,185,Sufficient,0,0
Fusepool P3,3,185.0,45.68,185,185,185,Sufficient,0,0
Covid19Italia Help,1,185.0,45.68,185,185,185,Sufficient,0,0
Museo Galileo - Istituto e Museo di Storia della Scienza,1,185.0,45.68,185,185,185,Sufficient,0,0
